Participant_ID,Cycle_Phase,Craving_Type,Craved_Food_Item,Craving_Intensity,Craving_Frequency,Preferred_Action_When_Craving
P2999,Menstrual,Fatty,Cheese,7,Sometimes,Rest
P3000,Menstrual,Salty,Nuts,9,Always,Rest
P3001,Luteal,Sweet,Chocolate,1,Rare,Go Out
P3002,Follicular,Fatty,Fries,3,Rare,Eat
P3003,Follicular,Spicy,Tacos,10,Sometimes,Go Out
P3004,Menstrual,Salty,Chips,9,Often,Rest
P3005,Menstrual,Spicy,Tacos,5,Often,Go Out
P3006,Ovulation,None,None,6,Often,Rest
P3007,Follicular,Spicy,Tacos,8,Always,Eat
P3008,Follicular,Sweet,Cookies,9,Always,Watch Movie
P3009,Follicular,Spicy,Spicy Snacks,8,Sometimes,Rest
P3010,Luteal,Sweet,Cookies,3,Sometimes,Eat
P3011,Follicular,Sweet,Candy,10,Often,Watch Movie
P3012,Follicular,Salty,Chips,1,Often,Rest
P3013,Luteal,Salty,Nuts,5,Often,Go Out
P3014,Follicular,Sweet,Ice Cream,7,Always,Watch Movie
P3015,Ovulation,Spicy,Spicy Snacks,2,Sometimes,Watch Movie
P3016,Menstrual,Sweet,Cake,1,Often,Rest
P3017,Ovulation,None,None,4,Often,Eat
P3018,Menstrual,Fatty,Burger,3,Often,Rest
P3019,Luteal,Sweet,Chocolate,4,Always,Rest
P3020,Ovulation,Salty,Chips,1,Always,Rest
P3021,Luteal,Sweet,Cookies,2,Always,Eat
P3022,Menstrual,Sweet,Candy,1,Often,Eat
P3023,Luteal,Sweet,Chocolate,3,Often,Eat
P3024,Follicular,Fatty,Burger,4,Always,Watch Movie
P3025,Follicular,Sweet,Candy,1,Often,Go Out
P3026,Ovulation,Spicy,Spicy Snacks,6,Sometimes,Eat
P3027,Ovulation,Sweet,Cake,2,Sometimes,Rest
P3028,Menstrual,Sweet,Cake,10,Often,Eat
P3029,Ovulation,Sweet,Ice Cream,5,Often,Rest
P3030,Menstrual,Sweet,Cookies,8,Often,Go Out
P3031,Follicular,Fatty,Burger,4,Sometimes,Rest
P3032,Luteal,Sweet,Cookies,5,Often,Watch Movie
P3033,Menstrual,Fatty,Burger,9,Often,Go Out
P3034,Luteal,Salty,Popcorn,2,Rare,Rest
P3035,Menstrual,Salty,Nuts,2,Sometimes,Watch Movie
P3036,Ovulation,None,None,6,Often,Rest
P3037,Follicular,Fatty,Fries,6,Always,Rest
P3038,Follicular,Fatty,Fries,3,Often,Eat
P3039,Follicular,Spicy,Spicy Snacks,9,Sometimes,Watch Movie
P3040,Follicular,Fatty,Fries,1,Often,Eat
P3041,Follicular,Sweet,Ice Cream,3,Often,Watch Movie
P3042,Follicular,Sweet,Ice Cream,8,Often,Rest
P3043,Luteal,Spicy,Spicy Snacks,8,Sometimes,Rest
P3044,Follicular,Sweet,Cake,4,Sometimes,Go Out
P3045,Ovulation,Fatty,Cheese,8,Sometimes,Watch Movie
P3046,Luteal,None,None,10,Often,Rest
P3047,Ovulation,Salty,Popcorn,8,Rare,Watch Movie
P3048,Ovulation,Fatty,Fries,1,Sometimes,Eat
P3049,Follicular,Salty,Chips,3,Sometimes,Watch Movie
P3050,Ovulation,Sweet,Cake,1,Sometimes,Go Out
P3051,Menstrual,Spicy,Tacos,2,Always,Eat
P3052,Follicular,Fatty,Burger,4,Always,Eat
P3053,Follicular,Sweet,Chocolate,3,Often,Rest
P3054,Luteal,Fatty,Fries,6,Always,Eat
P3055,Menstrual,Fatty,Fries,5,Always,Watch Movie
P3056,Menstrual,Salty,Chips,5,Sometimes,Rest
P3057,Menstrual,Sweet,Cake,10,Often,Go Out
P3058,Ovulation,Fatty,Burger,7,Rare,Go Out
P3059,Luteal,Sweet,Ice Cream,7,Often,Watch Movie
P3060,Ovulation,Salty,Nuts,9,Always,Eat
P3061,Ovulation,None,None,8,Sometimes,Eat
P3062,Follicular,None,None,3,Always,Rest
P3063,Follicular,Salty,Nuts,2,Often,Rest
P3064,Menstrual,Salty,Nuts,1,Rare,Rest
P3065,Luteal,Salty,Popcorn,10,Often,Rest
P3066,Menstrual,Salty,Nuts,6,Always,Watch Movie
P3067,Menstrual,Sweet,Chocolate,4,Sometimes,Watch Movie
P3068,Ovulation,Sweet,Cookies,3,Often,Rest
P3069,Follicular,None,None,2,Often,Rest
P3070,Luteal,Salty,Popcorn,2,Always,Eat
P3071,Ovulation,None,None,4,Often,Eat
P3072,Follicular,Salty,Nuts,1,Sometimes,Rest
P3073,Follicular,Sweet,Cake,6,Always,Watch Movie
P3074,Ovulation,Spicy,Spicy Snacks,10,Sometimes,Eat
P3075,Luteal,Salty,Popcorn,5,Often,Go Out
P3076,Menstrual,Spicy,Spicy Snacks,10,Often,Eat
P3077,Ovulation,Fatty,Cheese,9,Often,Rest
P3078,Menstrual,Sweet,Candy,2,Sometimes,Eat
P3079,Luteal,Sweet,Chocolate,9,Sometimes,Eat
P3080,Ovulation,Sweet,Cake,9,Often,Go Out
P3081,Follicular,Sweet,Cake,10,Often,Watch Movie
P3082,Menstrual,None,None,9,Sometimes,Go Out
P3083,Menstrual,Fatty,Fries,10,Rare,Go Out
P3084,Menstrual,Sweet,Candy,10,Rare,Watch Movie
P3085,Follicular,Spicy,Spicy Snacks,4,Often,Rest
P3086,Ovulation,Salty,Popcorn,5,Often,Go Out
P3087,Menstrual,Fatty,Fries,8,Sometimes,Go Out
P3088,Follicular,Fatty,Burger,8,Often,Rest
P3089,Menstrual,Salty,Chips,1,Often,Rest
P3090,Menstrual,Sweet,Candy,10,Often,Go Out
P3091,Follicular,Spicy,Tacos,1,Often,Rest
P3092,Follicular,None,None,10,Often,Rest
P3093,Luteal,Salty,Chips,6,Always,Watch Movie
P3094,Luteal,Spicy,Pizza,7,Always,Watch Movie
P3095,Follicular,Sweet,Cake,2,Always,Watch Movie
P3096,Menstrual,Sweet,Cake,2,Often,Rest
P3097,Luteal,Sweet,Chocolate,5,Sometimes,Eat
P3098,Ovulation,Sweet,Cake,9,Always,Eat
P3099,Menstrual,Sweet,Candy,5,Often,Eat
P3100,Follicular,Sweet,Ice Cream,8,Sometimes,Eat
P3101,Menstrual,Sweet,Ice Cream,8,Often,Rest
P3102,Menstrual,Sweet,Cookies,5,Sometimes,Go Out
P3103,Menstrual,Fatty,Cheese,8,Often,Watch Movie
P3104,Menstrual,Sweet,Cookies,8,Often,Watch Movie
P3105,Menstrual,Sweet,Candy,5,Sometimes,Go Out
P3106,Luteal,Fatty,Burger,5,Often,Rest
P3107,Luteal,Fatty,Cheese,4,Often,Watch Movie
P3108,Menstrual,Sweet,Ice Cream,1,Sometimes,Watch Movie
P3109,Luteal,Sweet,Cookies,9,Always,Rest
P3110,Follicular,Sweet,Cookies,2,Always,Go Out
P3111,Menstrual,Sweet,Ice Cream,1,Rare,Rest
P3112,Menstrual,Spicy,Spicy Snacks,6,Sometimes,Eat
P3113,Ovulation,Salty,Popcorn,5,Sometimes,Eat
P3114,Luteal,Sweet,Candy,1,Often,Rest
P3115,Ovulation,Sweet,Chocolate,7,Often,Eat
P3116,Follicular,Sweet,Cake,7,Often,Rest
P3117,Menstrual,Spicy,Pizza,3,Often,Eat
P3118,Follicular,Spicy,Tacos,8,Often,Rest
P3119,Luteal,Fatty,Burger,6,Always,Watch Movie
P3120,Follicular,Sweet,Cookies,4,Often,Watch Movie
P3121,Menstrual,Salty,Chips,10,Sometimes,Watch Movie
P3122,Menstrual,Sweet,Cookies,10,Sometimes,Eat
P3123,Menstrual,Spicy,Pizza,10,Sometimes,Eat
P3124,Follicular,Sweet,Cake,3,Often,Go Out
P3125,Follicular,None,None,1,Often,Go Out
P3126,Follicular,Sweet,Cookies,2,Often,Rest
P3127,Follicular,None,None,2,Often,Go Out
P3128,Follicular,Spicy,Spicy Snacks,5,Often,Rest
P3129,Ovulation,Salty,Chips,4,Often,Rest
P3130,Menstrual,Salty,Nuts,2,Often,Go Out
P3131,Menstrual,Salty,Chips,9,Often,Watch Movie
P3132,Menstrual,Salty,Chips,7,Often,Go Out
P3133,Menstrual,Sweet,Candy,8,Sometimes,Rest
P3134,Luteal,Sweet,Chocolate,8,Often,Eat
P3135,Ovulation,Salty,Chips,2,Often,Watch Movie
P3136,Ovulation,Sweet,Chocolate,5,Sometimes,Rest
P3137,Follicular,Salty,Nuts,3,Rare,Go Out
P3138,Follicular,None,None,10,Always,Watch Movie
P3139,Menstrual,Salty,Chips,9,Sometimes,Rest
P3140,Follicular,Sweet,Candy,9,Often,Rest
P3141,Menstrual,Sweet,Chocolate,6,Always,Rest
P3142,Menstrual,Fatty,Cheese,4,Sometimes,Rest
P3143,Ovulation,None,None,8,Rare,Go Out
P3144,Ovulation,Sweet,Candy,5,Sometimes,Go Out
P3145,Menstrual,Sweet,Candy,3,Always,Watch Movie
P3146,Ovulation,Fatty,Cheese,8,Sometimes,Watch Movie
P3147,Ovulation,Sweet,Ice Cream,6,Rare,Go Out
P3148,Menstrual,Salty,Nuts,5,Rare,Eat
P3149,Luteal,Fatty,Cheese,1,Often,Go Out
P3150,Menstrual,Sweet,Cookies,3,Always,Go Out
P3151,Follicular,Fatty,Fries,7,Always,Rest
P3152,Luteal,Spicy,Tacos,3,Sometimes,Go Out
P3153,Menstrual,Sweet,Chocolate,1,Always,Eat
P3154,Luteal,None,None,8,Always,Rest
P3155,Menstrual,Sweet,Ice Cream,7,Sometimes,Rest
P3156,Menstrual,Salty,Nuts,5,Sometimes,Rest
P3157,Menstrual,None,None,10,Always,Eat
P3158,Ovulation,Spicy,Pizza,5,Sometimes,Eat
P3159,Luteal,Spicy,Pizza,6,Rare,Eat
P3160,Ovulation,None,None,7,Sometimes,Rest
P3161,Ovulation,None,None,3,Often,Eat
P3162,Ovulation,Salty,Popcorn,4,Sometimes,Go Out
P3163,Menstrual,Sweet,Chocolate,1,Often,Watch Movie
P3164,Ovulation,Sweet,Cookies,7,Sometimes,Eat
P3165,Menstrual,Salty,Nuts,10,Sometimes,Rest
P3166,Follicular,Salty,Popcorn,2,Sometimes,Eat
P3167,Follicular,Spicy,Tacos,7,Sometimes,Rest
P3168,Ovulation,Fatty,Fries,6,Sometimes,Watch Movie
P3169,Menstrual,Sweet,Ice Cream,4,Sometimes,Watch Movie
P3170,Ovulation,Sweet,Candy,2,Sometimes,Watch Movie
P3171,Follicular,Salty,Chips,7,Often,Watch Movie
P3172,Ovulation,Spicy,Tacos,7,Often,Rest
P3173,Follicular,None,None,5,Sometimes,Go Out
P3174,Luteal,Sweet,Cake,9,Often,Eat
P3175,Luteal,None,None,3,Always,Eat
P3176,Ovulation,Salty,Nuts,9,Sometimes,Rest
P3177,Ovulation,Spicy,Spicy Snacks,5,Rare,Watch Movie
P3178,Menstrual,Sweet,Candy,2,Often,Watch Movie
P3179,Menstrual,Salty,Nuts,9,Often,Go Out
P3180,Menstrual,Fatty,Burger,1,Often,Eat
P3181,Follicular,Salty,Popcorn,1,Often,Rest
P3182,Follicular,Fatty,Burger,7,Often,Rest
P3183,Ovulation,Fatty,Cheese,3,Always,Eat
P3184,Luteal,Sweet,Ice Cream,8,Often,Go Out
P3185,Luteal,None,None,7,Sometimes,Eat
P3186,Luteal,Salty,Popcorn,7,Always,Go Out
P3187,Follicular,Sweet,Candy,1,Always,Eat
P3188,Follicular,Sweet,Ice Cream,1,Always,Rest
P3189,Luteal,Sweet,Ice Cream,2,Often,Eat
P3190,Ovulation,Sweet,Candy,2,Always,Watch Movie
P3191,Menstrual,Sweet,Chocolate,5,Often,Go Out
P3192,Menstrual,None,None,9,Sometimes,Rest
P3193,Ovulation,Sweet,Cookies,7,Always,Eat
P3194,Ovulation,Sweet,Chocolate,2,Often,Rest
P3195,Menstrual,Salty,Popcorn,5,Often,Watch Movie
P3196,Follicular,None,None,5,Often,Rest
P3197,Luteal,Sweet,Cookies,8,Often,Go Out
P3198,Luteal,Sweet,Candy,9,Often,Watch Movie
P3199,Ovulation,Fatty,Cheese,8,Sometimes,Watch Movie
P3200,Follicular,Sweet,Cookies,2,Often,Watch Movie
P3201,Follicular,Fatty,Burger,4,Often,Watch Movie
P3202,Menstrual,None,None,2,Sometimes,Go Out
P3203,Menstrual,Fatty,Cheese,6,Always,Rest
P3204,Luteal,Salty,Popcorn,4,Sometimes,Rest
P3205,Follicular,Spicy,Pizza,7,Rare,Go Out
P3206,Luteal,Sweet,Cake,2,Sometimes,Eat
P3207,Menstrual,Fatty,Fries,9,Often,Watch Movie
P3208,Ovulation,Sweet,Cookies,5,Often,Rest
P3209,Menstrual,None,None,1,Sometimes,Eat
P3210,Menstrual,Salty,Chips,3,Always,Go Out
P3211,Ovulation,Spicy,Spicy Snacks,4,Often,Watch Movie
P3212,Luteal,Sweet,Cookies,3,Sometimes,Go Out
P3213,Follicular,Fatty,Cheese,6,Always,Watch Movie
P3214,Follicular,None,None,6,Always,Watch Movie
P3215,Menstrual,None,None,10,Sometimes,Go Out
P3216,Luteal,Spicy,Tacos,7,Often,Rest
P3217,Ovulation,Sweet,Chocolate,9,Often,Rest
P3218,Luteal,Sweet,Ice Cream,10,Sometimes,Rest
P3219,Menstrual,Salty,Chips,9,Sometimes,Watch Movie
P3220,Luteal,Spicy,Tacos,7,Always,Go Out
P3221,Menstrual,Spicy,Spicy Snacks,1,Often,Watch Movie
P3222,Luteal,Fatty,Fries,3,Often,Rest
P3223,Ovulation,Sweet,Cake,5,Sometimes,Go Out
P3224,Luteal,None,None,10,Often,Rest
P3225,Follicular,Sweet,Cake,6,Sometimes,Go Out
P3226,Ovulation,None,None,6,Sometimes,Eat
P3227,Menstrual,Salty,Chips,5,Always,Eat
P3228,Luteal,Salty,Popcorn,6,Often,Go Out
P3229,Menstrual,Fatty,Burger,9,Often,Go Out
P3230,Menstrual,Fatty,Fries,1,Often,Go Out
P3231,Menstrual,Fatty,Cheese,1,Always,Rest
P3232,Luteal,Salty,Popcorn,9,Always,Watch Movie
P3233,Menstrual,Fatty,Burger,8,Rare,Rest
P3234,Luteal,None,None,9,Always,Go Out
P3235,Menstrual,Sweet,Candy,7,Rare,Watch Movie
P3236,Ovulation,Sweet,Candy,10,Often,Watch Movie
P3237,Ovulation,Sweet,Candy,6,Always,Watch Movie
P3238,Menstrual,Spicy,Pizza,9,Always,Go Out
P3239,Follicular,None,None,2,Always,Rest
P3240,Menstrual,Spicy,Tacos,4,Often,Rest
P3241,Luteal,Spicy,Pizza,2,Rare,Go Out
P3242,Follicular,Fatty,Burger,6,Often,Watch Movie
P3243,Follicular,Fatty,Burger,1,Often,Watch Movie
P3244,Follicular,Salty,Nuts,7,Always,Go Out
P3245,Luteal,Sweet,Ice Cream,7,Often,Eat
P3246,Luteal,Sweet,Cake,7,Always,Go Out
P3247,Luteal,None,None,4,Always,Watch Movie
P3248,Follicular,Sweet,Candy,8,Sometimes,Go Out
P3249,Menstrual,None,None,5,Always,Go Out
P3250,Ovulation,Spicy,Tacos,2,Often,Watch Movie
P3251,Follicular,None,None,5,Sometimes,Watch Movie
P3252,Menstrual,None,None,10,Sometimes,Eat
P3253,Menstrual,None,None,9,Often,Eat
P3254,Menstrual,None,None,10,Always,Eat
P3255,Menstrual,Spicy,Pizza,1,Often,Go Out
P3256,Ovulation,Salty,Chips,2,Often,Watch Movie
P3257,Ovulation,Fatty,Fries,10,Often,Rest
P3258,Menstrual,Sweet,Chocolate,8,Always,Eat
P3259,Luteal,Salty,Chips,5,Often,Watch Movie
P3260,Ovulation,Sweet,Candy,9,Sometimes,Watch Movie
P3261,Ovulation,Sweet,Chocolate,6,Always,Watch Movie
P3262,Ovulation,Sweet,Cake,8,Always,Rest
P3263,Luteal,Salty,Popcorn,1,Often,Eat
P3264,Menstrual,Sweet,Ice Cream,9,Often,Go Out
P3265,Menstrual,Spicy,Pizza,9,Sometimes,Watch Movie
P3266,Luteal,Spicy,Pizza,3,Rare,Watch Movie
P3267,Ovulation,Sweet,Candy,1,Sometimes,Go Out
P3268,Ovulation,None,None,8,Often,Rest
P3269,Follicular,Sweet,Cake,8,Sometimes,Rest
P3270,Menstrual,Fatty,Cheese,9,Often,Rest
P3271,Follicular,Fatty,Fries,6,Often,Go Out
P3272,Follicular,Sweet,Ice Cream,9,Always,Rest
P3273,Luteal,Fatty,Burger,10,Sometimes,Rest
P3274,Menstrual,Sweet,Cookies,9,Often,Watch Movie
P3275,Follicular,Spicy,Spicy Snacks,4,Sometimes,Rest
P3276,Ovulation,Sweet,Chocolate,5,Often,Eat
P3277,Menstrual,Spicy,Spicy Snacks,6,Sometimes,Watch Movie
P3278,Menstrual,Sweet,Chocolate,6,Sometimes,Watch Movie
P3279,Luteal,Sweet,Candy,10,Often,Go Out
P3280,Ovulation,Sweet,Candy,2,Rare,Go Out
P3281,Menstrual,Fatty,Burger,4,Sometimes,Eat
P3282,Luteal,None,None,9,Sometimes,Go Out
P3283,Luteal,Sweet,Chocolate,7,Often,Go Out
P3284,Menstrual,Salty,Popcorn,9,Sometimes,Go Out
P3285,Follicular,Sweet,Ice Cream,6,Always,Eat
P3286,Menstrual,Sweet,Cake,7,Often,Go Out
P3287,Ovulation,Sweet,Ice Cream,9,Often,Go Out
P3288,Menstrual,Sweet,Candy,4,Sometimes,Watch Movie
P3289,Luteal,Sweet,Ice Cream,9,Often,Go Out
P3290,Follicular,Spicy,Tacos,3,Always,Eat
P3291,Ovulation,Sweet,Candy,8,Rare,Go Out
P3292,Luteal,Sweet,Cookies,3,Always,Watch Movie
P3293,Follicular,Spicy,Pizza,3,Often,Rest
P3294,Follicular,Sweet,Candy,3,Sometimes,Eat
P3295,Menstrual,Fatty,Fries,9,Always,Eat
P3296,Luteal,Sweet,Ice Cream,10,Rare,Go Out
P3297,Luteal,None,None,3,Sometimes,Rest
P3298,Ovulation,Fatty,Cheese,6,Rare,Rest
P3299,Ovulation,Sweet,Ice Cream,4,Always,Go Out
P3300,Ovulation,Sweet,Cookies,2,Often,Eat
P3301,Ovulation,Sweet,Candy,3,Often,Rest
P3302,Luteal,None,None,5,Sometimes,Go Out
P3303,Luteal,Salty,Popcorn,10,Sometimes,Go Out
P3304,Luteal,Spicy,Spicy Snacks,4,Rare,Rest
P3305,Menstrual,Fatty,Burger,5,Often,Go Out
P3306,Menstrual,Sweet,Candy,1,Always,Go Out
P3307,Menstrual,Sweet,Candy,4,Often,Rest
P3308,Luteal,Salty,Popcorn,10,Often,Go Out
P3309,Follicular,Sweet,Candy,3,Rare,Eat
P3310,Follicular,None,None,2,Sometimes,Eat
P3311,Menstrual,Salty,Popcorn,7,Rare,Go Out
P3312,Ovulation,Spicy,Tacos,10,Always,Go Out
P3313,Ovulation,Spicy,Spicy Snacks,9,Sometimes,Rest
P3314,Menstrual,Spicy,Tacos,1,Rare,Watch Movie
P3315,Follicular,Sweet,Cookies,7,Often,Watch Movie
P3316,Ovulation,Salty,Nuts,1,Often,Watch Movie
P3317,Ovulation,Sweet,Candy,5,Rare,Eat
P3318,Menstrual,Fatty,Burger,1,Often,Eat
P3319,Follicular,Fatty,Burger,3,Sometimes,Eat
P3320,Ovulation,Sweet,Candy,8,Sometimes,Watch Movie
P3321,Follicular,Sweet,Ice Cream,4,Often,Watch Movie
P3322,Menstrual,Spicy,Tacos,1,Always,Go Out
P3323,Ovulation,Sweet,Ice Cream,1,Sometimes,Watch Movie
P3324,Menstrual,Spicy,Pizza,8,Always,Rest
P3325,Follicular,Sweet,Cookies,8,Often,Watch Movie
P3326,Ovulation,Sweet,Cookies,4,Often,Eat
P3327,Follicular,Sweet,Candy,4,Often,Rest
P3328,Follicular,Sweet,Candy,10,Sometimes,Go Out
P3329,Follicular,Sweet,Cookies,2,Sometimes,Watch Movie
P3330,Ovulation,Sweet,Cake,2,Sometimes,Eat
P3331,Luteal,Fatty,Burger,6,Often,Watch Movie
P3332,Follicular,None,None,8,Often,Go Out
P3333,Luteal,Sweet,Cookies,7,Often,Watch Movie
P3334,Menstrual,Salty,Nuts,7,Sometimes,Rest
P3335,Menstrual,Sweet,Ice Cream,3,Sometimes,Rest
P3336,Ovulation,Salty,Popcorn,2,Often,Rest
P3337,Luteal,Sweet,Candy,10,Sometimes,Watch Movie
P3338,Follicular,None,None,7,Often,Rest
P3339,Follicular,Salty,Nuts,4,Rare,Watch Movie
P3340,Luteal,Fatty,Burger,1,Always,Rest
P3341,Menstrual,Spicy,Tacos,1,Often,Watch Movie
P3342,Ovulation,Sweet,Candy,4,Sometimes,Go Out
P3343,Ovulation,Sweet,Chocolate,5,Always,Rest
P3344,Ovulation,Fatty,Fries,5,Sometimes,Go Out
P3345,Luteal,Fatty,Fries,1,Sometimes,Watch Movie
P3346,Menstrual,Spicy,Tacos,3,Often,Eat
P3347,Menstrual,Spicy,Spicy Snacks,6,Often,Eat
P3348,Follicular,Fatty,Fries,10,Sometimes,Watch Movie
P3349,Menstrual,Fatty,Burger,7,Sometimes,Watch Movie
P3350,Follicular,Sweet,Chocolate,1,Often,Eat
P3351,Luteal,Sweet,Ice Cream,8,Rare,Go Out
P3352,Luteal,Salty,Popcorn,4,Sometimes,Watch Movie
P3353,Menstrual,Salty,Nuts,9,Rare,Watch Movie
P3354,Follicular,Sweet,Chocolate,6,Rare,Rest
P3355,Luteal,Sweet,Cookies,1,Often,Eat
P3356,Menstrual,None,None,2,Sometimes,Go Out
P3357,Ovulation,Sweet,Candy,3,Sometimes,Eat
P3358,Follicular,Salty,Nuts,2,Always,Rest
P3359,Follicular,None,None,10,Often,Rest
P3360,Ovulation,Sweet,Cake,7,Often,Rest
P3361,Follicular,Salty,Nuts,1,Often,Go Out
P3362,Follicular,Sweet,Candy,9,Often,Go Out
P3363,Ovulation,Fatty,Fries,2,Always,Go Out
P3364,Ovulation,Spicy,Tacos,4,Often,Eat
P3365,Ovulation,Spicy,Tacos,8,Often,Eat
P3366,Ovulation,Fatty,Burger,3,Always,Eat
P3367,Ovulation,Sweet,Chocolate,9,Often,Watch Movie
P3368,Follicular,Sweet,Ice Cream,7,Always,Go Out
P3369,Follicular,None,None,10,Always,Eat
P3370,Luteal,Salty,Popcorn,3,Often,Go Out
P3371,Follicular,Sweet,Candy,3,Sometimes,Go Out
P3372,Menstrual,Fatty,Cheese,5,Always,Eat
P3373,Menstrual,Sweet,Chocolate,5,Often,Rest
P3374,Menstrual,Sweet,Cookies,10,Always,Go Out
P3375,Menstrual,Fatty,Fries,5,Often,Go Out
P3376,Ovulation,Sweet,Cookies,9,Often,Eat
P3377,Follicular,Salty,Popcorn,9,Rare,Go Out
P3378,Luteal,Sweet,Chocolate,6,Often,Eat
P3379,Follicular,None,None,7,Sometimes,Rest
P3380,Follicular,Spicy,Tacos,10,Often,Watch Movie
P3381,Luteal,Sweet,Candy,8,Sometimes,Eat
P3382,Ovulation,Salty,Chips,9,Often,Watch Movie
P3383,Follicular,Spicy,Spicy Snacks,6,Often,Watch Movie
P3384,Luteal,Fatty,Cheese,8,Often,Rest
P3385,Menstrual,Sweet,Ice Cream,2,Often,Watch Movie
P3386,Menstrual,Salty,Popcorn,10,Sometimes,Rest
P3387,Ovulation,Spicy,Spicy Snacks,8,Often,Rest
P3388,Follicular,Sweet,Cookies,2,Rare,Go Out
P3389,Follicular,Salty,Popcorn,8,Sometimes,Rest
P3390,Menstrual,Spicy,Spicy Snacks,2,Sometimes,Eat
P3391,Menstrual,Sweet,Candy,3,Often,Go Out
P3392,Ovulation,Fatty,Cheese,7,Rare,Go Out
P3393,Menstrual,None,None,9,Always,Watch Movie
P3394,Follicular,None,None,3,Sometimes,Watch Movie
P3395,Follicular,Salty,Popcorn,5,Sometimes,Watch Movie
P3396,Menstrual,Sweet,Cookies,9,Always,Go Out
P3397,Luteal,Fatty,Burger,7,Often,Eat
P3398,Menstrual,Salty,Chips,2,Always,Eat
P3399,Luteal,Sweet,Candy,5,Often,Rest
P3400,Menstrual,Sweet,Ice Cream,5,Sometimes,Go Out
P3401,Ovulation,Fatty,Fries,9,Rare,Watch Movie
P3402,Follicular,Salty,Chips,2,Rare,Watch Movie
P3403,Luteal,Fatty,Cheese,1,Sometimes,Rest
P3404,Menstrual,Sweet,Candy,4,Sometimes,Go Out
P3405,Luteal,None,None,4,Sometimes,Watch Movie
P3406,Menstrual,Salty,Nuts,1,Always,Watch Movie
P3407,Follicular,Spicy,Tacos,10,Sometimes,Rest
P3408,Ovulation,Sweet,Candy,7,Sometimes,Watch Movie
P3409,Luteal,Spicy,Pizza,2,Sometimes,Eat
P3410,Follicular,Fatty,Fries,9,Sometimes,Eat
P3411,Luteal,Salty,Popcorn,7,Often,Eat
P3412,Luteal,Sweet,Ice Cream,7,Always,Watch Movie
P3413,Ovulation,None,None,1,Often,Rest
P3414,Ovulation,Fatty,Burger,9,Rare,Eat
P3415,Follicular,Salty,Popcorn,10,Sometimes,Eat
P3416,Luteal,Spicy,Tacos,9,Often,Eat
P3417,Luteal,Spicy,Tacos,2,Always,Go Out
P3418,Ovulation,Salty,Chips,10,Often,Eat
P3419,Luteal,Fatty,Fries,9,Often,Go Out
P3420,Luteal,Fatty,Fries,2,Often,Watch Movie
P3421,Ovulation,Salty,Chips,2,Sometimes,Go Out
P3422,Ovulation,Sweet,Chocolate,8,Always,Watch Movie
P3423,Menstrual,Salty,Popcorn,3,Always,Watch Movie
P3424,Menstrual,Sweet,Cake,3,Sometimes,Go Out
P3425,Ovulation,Sweet,Cookies,7,Often,Rest
P3426,Menstrual,Sweet,Ice Cream,10,Sometimes,Watch Movie
P3427,Luteal,Sweet,Cookies,6,Often,Eat
P3428,Ovulation,Sweet,Cake,7,Rare,Go Out
P3429,Luteal,Salty,Nuts,6,Often,Watch Movie
P3430,Menstrual,Sweet,Ice Cream,9,Always,Eat
P3431,Luteal,Sweet,Candy,2,Always,Eat
P3432,Luteal,Salty,Chips,8,Always,Go Out
P3433,Follicular,Salty,Nuts,6,Sometimes,Watch Movie
P3434,Menstrual,Salty,Nuts,4,Often,Rest
P3435,Ovulation,Fatty,Cheese,6,Rare,Rest
P3436,Ovulation,Salty,Nuts,6,Always,Rest
P3437,Ovulation,Spicy,Tacos,10,Sometimes,Watch Movie
P3438,Luteal,Salty,Nuts,3,Often,Eat
P3439,Menstrual,Sweet,Candy,8,Sometimes,Rest
P3440,Follicular,Spicy,Pizza,5,Rare,Watch Movie
P3441,Follicular,Salty,Popcorn,10,Often,Rest
P3442,Follicular,Spicy,Tacos,4,Always,Eat
P3443,Luteal,Fatty,Cheese,2,Often,Watch Movie
P3444,Luteal,Sweet,Cookies,10,Sometimes,Rest
P3445,Follicular,Fatty,Fries,1,Always,Go Out
P3446,Menstrual,Sweet,Candy,7,Sometimes,Go Out
P3447,Menstrual,Salty,Popcorn,10,Often,Rest
P3448,Ovulation,Spicy,Pizza,3,Often,Rest
P3449,Ovulation,Sweet,Chocolate,3,Always,Rest
P3450,Ovulation,Salty,Chips,3,Always,Rest
P3451,Follicular,Fatty,Fries,10,Always,Watch Movie
P3452,Luteal,Salty,Popcorn,3,Sometimes,Eat
P3453,Luteal,None,None,2,Sometimes,Watch Movie
P3454,Luteal,Sweet,Ice Cream,6,Often,Rest
P3455,Ovulation,Fatty,Burger,10,Often,Watch Movie
P3456,Luteal,Salty,Nuts,3,Often,Watch Movie
P3457,Ovulation,Fatty,Burger,1,Sometimes,Watch Movie
P3458,Menstrual,Sweet,Cookies,10,Often,Go Out
P3459,Menstrual,Sweet,Ice Cream,9,Rare,Eat
P3460,Ovulation,Spicy,Spicy Snacks,6,Sometimes,Watch Movie
P3461,Follicular,Fatty,Cheese,6,Always,Watch Movie
P3462,Menstrual,Salty,Popcorn,10,Often,Eat
P3463,Follicular,Fatty,Cheese,9,Sometimes,Go Out
P3464,Ovulation,Fatty,Fries,2,Often,Watch Movie
P3465,Follicular,Spicy,Spicy Snacks,10,Always,Go Out
